student_id,carrera,semestre,horas_sueno,horas_estudio,asistencia_pct,actividad_fisica_min,cafe_tazas,estres_escala,uso_redes_horas,promedio_previo,calificacion_final,aprobacion,beca,trabaja,genero,grupo
STU-01118,Matematicas,2,7.7,2.8,64.5,37,0,5,3.3,81.4,64.7,0,si,0.0,hombre,A
STU-01119,Actuaria,8,5.8,6.0,73.4,41,1,7,2.4,67.3,57.2,0,si,0.0,mujer,F
STU-01120,Matematicas,4,7.9,8.5,93.4,56,0,5,1.8,82.2,80.4,1,no,0.0,hombre,B
STU-01121,Actuaria,8,6.8,10.2,100.0,171,2,6,1.2,86.0,85.5,1,si,19.7,mujer,B
STU-01122,Estadistica,8,7.4,7.0,100.0,65,1,6,1.4,82.4,78.2,1,no,0.0,hombre,E
STU-01123,Estadistica,3,7.8,3.9,75.9,37,0,5,5.3,83.8,58.5,0,no,0.0,hombre,F
STU-01124,Actuaria,8,8.4,8.4,76.6,102,1,6,2.3,84.5,79.8,1,no,0.0,hombre,F
STU-01125,Actuaria,9,5.2,12.5,86.1,28,2,6,1.6,77.4,79.3,1,si,4.1,mujer,F
STU-01126,Estadistica,3,8.0,7.2,82.9,27,1,5,0.7,94.2,86.4,1,si,0.0,mujer,C
STU-01127,Estadistica,1,9.5,8.8,100.0,79,0,3,2.4,90.8,82.3,1,si,0.0,mujer,F
STU-01128,Economia,1,6.8,4.7,74.3,61,2,5,1.2,81.8,66.7,0,no,19.3,hombre,D
STU-01129,Economia,5,6.0,4.7,73.0,4,4,7,2.9,89.6,65.3,0,no,13.4,mujer,E
STU-01130,Ciencia de Datos,2,6.9,7.6,81.1,33,3,5,2.2,78.2,74.6,1,no,0.0,mujer,F
STU-01131,Economia,7,7.5,5.1,85.5,81,1,7,1.7,91.2,69.1,0,si,0.0,mujer,F
STU-01132,Estadistica,6,8.4,8.2,76.9,119,2,6,5.1,77.2,80.9,1,no,0.0,hombre,C
STU-01133,Estadistica,1,8.1,9.9,89.4,41,1,5,0.9,68.7,68.9,0,no,0.0,hombre,E
STU-01134,Estadistica,4,6.7,7.9,85.3,21,1,6,2.3,83.0,72.4,1,no,0.0,hombre,C
STU-01135,Ciencia de Datos,3,6.8,5.3,69.8,44,5,8,5.2,69.4,57.5,0,no,17.6,mujer,F
STU-01136,Ciencia de Datos,5,7.3,8.3,80.0,70,2,6,4.3,86.8,69.5,0,no,14.6,hombre,F
STU-01137,Actuaria,2,5.2,7.6,65.1,69,0,4,1.6,85.6,64.4,0,no,6.3,hombre,A
STU-01138,Estadistica,8,5.8,9.7,75.5,68,2,6,2.1,96.1,87.7,1,no,0.0,hombre,C
STU-01139,Matematicas,1,8.1,5.3,74.9,58,3,7,1.9,77.5,58.8,0,si,17.4,hombre,A
STU-01140,Estadistica,1,6.7,2.9,74.2,26,2,4,5.7,70.1,59.9,0,no,0.0,mujer,D
STU-01141,Estadistica,9,6.9,8.4,67.7,40,2,7,6.3,92.8,79.2,1,no,6.8,hombre,F
STU-01142,Economia,1,8.4,6.5,75.2,71,0,5,0.9,63.4,52.5,0,si,0.0,hombre,A
STU-01143,Ciencia de Datos,8,6.1,8.7,78.5,28,1,5,0.1,88.5,87.2,1,no,12.9,mujer,E
STU-01144,Estadistica,4,8.2,7.8,98.0,64,2,6,5.7,75.1,85.2,1,no,0.0,hombre,E
STU-01145,Economia,7,5.3,2.0,70.0,43,3,8,2.6,82.1,47.2,0,no,35.6,hombre,D
STU-01146,Estadistica,5,7.1,5.4,63.5,8,2,7,0.6,74.8,69.5,0,si,0.0,hombre,B
STU-01147,Economia,5,6.2,3.9,73.3,96,1,7,9.0,87.2,70.7,1,no,0.0,hombre,C
STU-01148,Economia,5,6.2,8.1,87.8,47,6,7,5.0,96.7,81.8,1,si,0.0,mujer,E
STU-01149,Matematicas,3,6.9,4.1,83.9,129,1,5,2.9,82.2,72.5,1,no,7.8,mujer,D
STU-01150,Estadistica,7,8.6,6.4,77.2,37,1,6,5.8,89.2,82.4,1,no,0.0,mujer,C
STU-01151,Actuaria,1,7.2,1.8,73.3,33,3,6,0.1,79.9,61.0,0,no,12.4,hombre,E
STU-01152,Matematicas,5,5.7,5.9,67.8,66,2,4,1.4,88.1,61.9,0,no,0.0,hombre,B
STU-01153,Estadistica,4,7.0,10.1,74.5,36,3,5,0.1,84.5,79.4,1,si,0.0,mujer,F
STU-01154,Economia,1,5.3,3.3,57.3,30,2,8,1.3,76.9,41.8,0,si,23.7,hombre,A
STU-01155,Actuaria,3,6.3,7.1,58.1,0,1,8,8.4,97.6,72.4,1,si,0.0,mujer,D
STU-01156,Estadistica,1,7.9,5.0,79.7,70,3,5,5.8,73.4,74.0,1,no,0.0,mujer,E
STU-01157,Estadistica,8,6.2,8.7,67.4,26,3,6,2.6,80.5,81.2,1,si,0.0,mujer,F
STU-01158,Ciencia de Datos,9,7.6,9.2,88.5,111,3,8,0.9,95.1,89.0,1,si,0.0,mujer,A
STU-01159,Estadistica,6,6.2,2.6,71.8,14,2,6,0.3,70.1,63.0,0,no,14.0,mujer,F
STU-01160,Actuaria,7,6.1,7.2,78.1,0,1,8,9.0,79.0,71.2,1,si,5.2,hombre,D
STU-01161,Actuaria,7,8.1,6.3,79.0,36,0,3,0.1,83.7,89.0,1,no,0.0,hombre,E
STU-01162,Estadistica,6,6.1,9.3,79.8,19,2,7,2.5,85.5,77.7,1,no,0.0,hombre,C
STU-01163,Matematicas,2,7.3,0.5,81.0,92,0,3,2.3,69.3,63.3,0,no,0.0,mujer,C
STU-01164,Matematicas,1,7.6,11.1,87.8,52,0,3,1.6,77.2,84.3,1,no,10.8,hombre,E
STU-01165,Ciencia de Datos,1,6.8,0.5,50.2,32,1,7,2.3,79.6,58.2,0,no,15.3,mujer,F
STU-01166,Ciencia de Datos,2,7.0,5.4,73.2,39,2,6,3.0,91.8,74.3,1,no,13.9,no_binario,A
STU-01167,Matematicas,3,6.9,7.5,59.3,25,2,6,5.2,90.8,78.1,1,no,19.8,hombre,D
STU-01168,Ciencia de Datos,8,6.9,7.9,89.1,148,1,6,0.7,79.3,69.9,0,no,0.0,mujer,C
STU-01169,Actuaria,1,8.3,3.9,74.0,37,1,6,2.8,77.3,70.2,1,si,0.0,mujer,F
STU-01170,Ciencia de Datos,7,6.8,9.6,76.3,31,4,8,3.4,78.0,73.5,1,si,27.4,hombre,D
STU-01171,Estadistica,7,7.5,11.1,84.8,68,1,7,1.3,88.1,85.6,1,no,0.0,hombre,D
STU-01172,Matematicas,6,6.5,8.4,88.7,129,1,4,4.9,80.7,83.8,1,si,0.0,hombre,A
STU-01173,Estadistica,6,6.9,13.7,98.3,74,2,6,1.2,93.3,94.6,1,no,0.0,no_binario,A
STU-01174,Ciencia de Datos,2,6.2,6.0,78.1,21,2,6,0.6,87.1,78.6,1,si,0.0,mujer,F
STU-01175,Estadistica,4,7.0,1.5,73.7,101,0,5,7.3,84.1,66.1,0,no,18.1,hombre,C
STU-01176,Ciencia de Datos,9,6.3,8.8,70.1,55,0,7,2.2,100.0,79.5,1,si,9.3,hombre,A
STU-01177,Actuaria,6,6.5,5.7,71.3,22,2,9,8.6,83.4,58.6,0,no,27.6,hombre,D
STU-01178,Estadistica,4,7.8,4.5,85.8,176,1,6,3.3,91.4,71.1,1,si,23.0,mujer,D
STU-01179,Matematicas,3,8.8,6.9,97.3,38,1,4,3.1,82.5,70.0,1,no,0.0,mujer,D
STU-01180,Economia,9,5.7,8.7,79.3,40,2,6,1.9,86.7,80.9,1,si,0.0,prefiere_no_decir,D
STU-01181,Estadistica,2,8.3,9.5,89.3,154,2,5,1.4,80.9,90.1,1,si,16.9,hombre,F
STU-01182,Estadistica,5,6.3,1.9,63.1,44,3,6,0.9,86.8,69.7,0,no,20.3,mujer,D
STU-01183,Estadistica,7,6.4,11.8,78.3,2,1,8,1.7,73.4,65.0,0,no,0.0,mujer,A
STU-01184,Estadistica,3,7.4,10.1,76.6,31,1,4,1.8,83.9,88.8,1,no,0.0,mujer,D
STU-01185,Ciencia de Datos,7,5.8,3.3,66.8,81,0,5,8.9,88.0,59.0,0,no,20.8,mujer,F
STU-01186,Estadistica,1,5.5,4.7,63.2,49,2,7,2.5,88.4,65.4,0,si,24.4,mujer,E
STU-01187,Economia,8,7.2,13.3,75.7,58,2,6,0.7,91.4,77.9,1,no,16.4,hombre,B
STU-01188,Actuaria,2,7.6,6.3,77.7,88,2,6,1.0,93.2,75.4,1,si,18.6,mujer,C
STU-01189,Estadistica,6,6.2,4.8,72.5,36,3,6,2.1,86.2,68.2,0,si,24.9,prefiere_no_decir,E
STU-01190,Ciencia de Datos,3,6.8,8.1,74.8,26,2,7,1.2,72.3,67.3,0,si,0.0,mujer,F
STU-01191,Estadistica,4,6.8,8.9,84.6,22,0,7,2.6,74.9,68.6,0,si,0.0,hombre,E
STU-01192,Estadistica,5,6.5,10.2,92.9,81,3,7,3.3,88.8,85.1,1,no,12.7,hombre,E
STU-01193,Ciencia de Datos,6,8.5,8.5,91.0,135,0,5,3.2,75.2,78.0,1,si,20.9,mujer,F
STU-01194,Estadistica,8,8.1,7.0,81.8,2,1,3,0.3,91.9,84.7,1,no,16.1,mujer,B
STU-01195,Economia,3,6.8,5.5,87.4,96,0,5,8.0,69.8,60.1,0,si,13.1,hombre,D
STU-01196,Actuaria,2,7.5,3.8,96.2,74,4,3,0.5,78.1,60.5,0,si,22.6,prefiere_no_decir,B
STU-01197,Matematicas,1,7.2,4.3,60.7,83,4,6,0.6,86.3,58.6,0,no,0.0,mujer,B
STU-01198,Matematicas,6,7.3,10.4,83.0,22,2,7,1.8,67.2,81.3,1,no,0.0,hombre,F
STU-01199,Estadistica,9,6.5,10.6,71.1,16,2,7,2.2,65.3,68.6,0,no,0.0,no_binario,F
STU-01200,Actuaria,3,6.6,5.9,63.8,34,3,8,6.8,91.1,60.7,0,no,0.0,no_binario,C
STU-01201,Matematicas,5,5.6,4.4,56.2,36,2,8,2.4,91.2,59.5,0,si,28.6,mujer,B
STU-01202,Economia,5,7.7,5.9,88.5,87,1,5,1.9,73.8,57.9,0,si,0.0,mujer,A
STU-01203,Ciencia de Datos,8,7.3,12.8,88.8,71,1,9,4.7,93.1,95.4,1,no,0.0,mujer,F
STU-01204,Economia,9,7.4,8.9,87.3,74,2,5,0.5,96.6,93.3,1,si,0.0,hombre,C
STU-01205,Actuaria,7,6.6,3.6,66.6,24,2,10,1.0,80.6,47.7,0,si,22.9,mujer,B
STU-01206,Economia,7,8.0,10.8,100.0,120,0,3,2.7,74.9,86.5,1,si,0.0,hombre,A
STU-01207,Estadistica,8,8.0,11.1,93.0,56,3,5,0.8,88.2,94.1,1,no,0.0,no_binario,A
STU-01208,Economia,5,6.8,2.4,64.5,40,1,6,4.7,88.5,74.2,1,si,23.7,hombre,F
STU-01209,Ciencia de Datos,2,7.5,8.8,83.1,30,1,4,0.7,82.7,94.2,1,si,0.0,mujer,B
STU-01210,Actuaria,6,8.3,10.6,81.5,117,1,5,1.9,83.8,76.6,1,si,0.0,mujer,E
STU-01211,Actuaria,3,7.0,9.3,65.6,26,1,6,0.2,92.4,78.7,1,no,0.0,mujer,D
STU-01212,Estadistica,1,5.1,6.2,70.0,22,3,6,0.5,100.0,86.6,1,no,24.9,hombre,E
STU-01213,Actuaria,9,6.0,9.5,72.1,65,3,5,0.5,78.9,74.4,1,no,0.0,mujer,D
STU-01214,Economia,8,7.7,12.1,81.2,92,0,3,0.6,88.5,89.0,1,si,0.0,hombre,E
STU-01215,Actuaria,7,6.6,8.9,93.0,83,1,7,3.3,98.7,92.9,1,no,0.0,hombre,F
STU-01216,Ciencia de Datos,8,6.5,6.4,66.1,20,1,7,0.3,83.3,79.3,1,si,0.0,mujer,F
STU-01217,Estadistica,3,6.3,5.3,67.9,53,2,6,3.7,81.3,71.4,1,no,0.0,hombre,B
STU-01218,Economia,3,8.2,3.1,74.8,54,1,7,4.7,87.4,71.7,1,no,0.0,mujer,F
STU-01219,Estadistica,8,7.0,5.5,81.3,16,3,6,7.3,81.5,79.4,1,no,0.0,hombre,D
STU-01220,Matematicas,5,6.8,6.9,89.7,88,2,6,6.5,73.9,74.4,1,si,19.0,mujer,D
STU-01221,Estadistica,7,6.2,7.3,77.1,44,0,6,0.4,83.3,83.3,1,no,10.7,mujer,D
STU-01222,Estadistica,3,6.9,10.2,86.1,81,2,7,3.3,78.3,70.5,1,no,0.0,hombre,A
STU-01223,Ciencia de Datos,2,8.0,9.8,91.2,57,2,5,2.8,93.0,87.8,1,no,0.0,mujer,D
STU-01224,Ciencia de Datos,9,7.1,11.1,100.0,113,1,6,3.2,89.7,96.2,1,no,0.0,mujer,B
STU-01225,Matematicas,5,6.8,7.7,70.0,45,2,6,5.5,86.6,74.0,1,si,0.0,hombre,F
STU-01226,Actuaria,4,8.3,7.4,84.6,3,2,7,4.5,81.2,75.0,1,no,0.0,prefiere_no_decir,B
STU-01227,Actuaria,9,5.5,4.2,63.7,28,1,8,1.8,77.3,53.6,0,si,20.9,hombre,E
STU-01228,Economia,8,6.9,4.1,55.9,31,1,8,1.6,77.8,60.3,0,si,0.0,mujer,C
STU-01229,Actuaria,3,8.0,7.7,91.0,35,2,6,2.5,96.8,82.5,1,no,0.0,prefiere_no_decir,D
STU-01230,Estadistica,5,7.3,4.4,49.2,72,1,6,1.8,79.6,76.4,1,si,0.0,prefiere_no_decir,F
STU-01231,Matematicas,1,7.9,9.2,82.7,40,1,5,1.5,62.3,77.0,1,no,0.0,mujer,A
STU-01232,Ciencia de Datos,3,5.4,6.5,87.6,93,2,6,3.5,88.9,67.7,0,si,18.6,mujer,A
STU-01233,Economia,9,8.3,10.3,97.3,100,0,6,1.7,83.7,85.1,1,no,0.0,mujer,E
STU-01234,Estadistica,4,7.1,8.3,93.8,90,1,3,0.6,82.4,75.7,1,no,0.0,hombre,A
STU-01235,Ciencia de Datos,2,6.4,4.1,94.2,100,1,6,4.2,77.0,63.5,0,no,0.0,hombre,C
STU-01236,Actuaria,2,7.5,6.5,75.1,26,4,6,2.4,78.3,78.4,1,no,0.0,hombre,E
STU-01237,Matematicas,9,5.8,6.8,81.1,20,2,6,1.5,93.5,74.7,1,no,13.0,mujer,C
STU-01238,Matematicas,7,7.2,6.6,76.8,59,2,5,4.3,100.0,74.8,1,no,0.0,mujer,C
STU-01239,Actuaria,1,5.7,1.9,85.3,169,1,5,4.4,88.6,62.7,0,no,1.9,hombre,A
STU-01240,Estadistica,6,9.0,8.2,67.5,0,1,6,3.4,70.3,81.2,1,no,0.0,mujer,F
STU-01241,Ciencia de Datos,8,7.7,9.0,79.4,31,3,5,2.4,84.1,89.1,1,no,0.0,hombre,E
STU-01242,Ciencia de Datos,2,8.3,6.7,72.3,31,4,6,1.3,68.1,55.3,0,no,0.0,mujer,A
STU-01243,Economia,4,6.9,6.0,69.2,57,2,10,4.3,97.8,52.2,0,no,21.6,hombre,B
STU-01244,Estadistica,7,7.1,6.7,63.9,62,0,7,8.6,76.1,72.7,1,si,0.0,mujer,D
STU-01245,Matematicas,9,5.7,10.4,72.0,40,2,8,0.1,98.2,81.3,1,si,22.8,mujer,A
STU-01246,Estadistica,2,8.7,6.6,86.2,0,2,4,3.2,86.5,75.9,1,no,0.0,hombre,A
STU-01247,Estadistica,9,6.8,10.3,80.4,75,2,6,1.8,89.9,81.7,1,no,0.0,mujer,C
STU-01248,Actuaria,7,7.7,6.0,73.6,29,1,7,1.1,95.6,82.6,1,no,0.0,mujer,C
STU-01249,Economia,5,7.2,6.7,80.2,38,1,5,1.8,95.8,82.0,1,no,14.1,mujer,F
STU-01250,Ciencia de Datos,4,6.1,5.8,83.9,6,3,5,2.5,83.5,70.1,1,no,0.0,hombre,E
STU-01251,Matematicas,9,6.0,8.9,100.0,214,2,4,2.2,86.8,88.1,1,si,16.0,hombre,B
STU-01252,Estadistica,6,6.6,8.6,79.0,18,1,5,1.7,91.2,80.5,1,no,11.5,hombre,F
STU-01253,Ciencia de Datos,6,9.0,10.2,100.0,65,4,5,6.0,88.6,91.1,1,no,0.0,hombre,D
STU-01254,Estadistica,1,6.7,1.6,76.3,25,3,6,1.9,80.6,64.1,0,no,21.2,mujer,D
STU-01255,Ciencia de Datos,6,7.5,9.5,81.7,38,2,6,0.7,83.2,88.7,1,si,0.0,mujer,F
STU-01256,Matematicas,7,7.2,11.4,84.7,21,1,5,0.8,93.1,90.9,1,no,0.0,mujer,A
STU-01257,Economia,9,6.7,14.5,99.3,96,4,5,1.2,92.9,100.0,1,si,0.0,hombre,C
STU-01258,Ciencia de Datos,1,6.8,2.5,59.6,9,1,6,0.6,89.7,70.3,1,no,17.0,hombre,F
STU-01259,Actuaria,9,8.3,8.8,84.9,52,1,7,1.2,82.2,77.7,1,si,0.0,hombre,D
STU-01260,Matematicas,4,7.8,8.8,100.0,90,1,3,4.0,90.5,94.0,1,si,0.0,hombre,D
STU-01261,Estadistica,5,9.0,8.4,81.1,82,1,6,3.5,83.7,74.7,1,si,0.0,mujer,C
STU-01262,Actuaria,1,7.9,2.0,61.8,28,1,8,4.3,85.1,53.9,0,si,10.5,hombre,A
STU-01263,Actuaria,5,5.7,6.7,92.1,36,1,5,2.1,94.1,73.2,1,no,22.9,hombre,A
STU-01264,Actuaria,8,6.4,5.4,68.9,38,1,8,2.3,82.8,54.7,0,no,0.0,mujer,B
STU-01265,Matematicas,3,6.1,7.5,79.7,0,1,7,4.3,88.6,82.8,1,no,0.0,mujer,A
STU-01266,Estadistica,6,5.6,1.4,63.8,77,1,7,3.7,86.8,56.1,0,no,33.8,mujer,D
STU-01267,Matematicas,4,6.0,4.1,59.8,14,1,7,3.4,100.0,67.3,0,no,22.7,mujer,B
STU-01268,Matematicas,3,8.5,4.2,70.4,31,1,8,4.3,73.4,52.9,0,no,13.0,hombre,C
STU-01269,Economia,1,5.8,7.4,99.7,124,3,3,3.3,100.0,87.3,1,si,19.4,hombre,D
STU-01270,Economia,5,6.1,4.3,77.3,7,3,7,1.8,77.2,66.7,0,no,19.5,mujer,D
STU-01271,Ciencia de Datos,4,8.3,6.1,88.4,91,1,5,3.5,74.6,70.0,1,no,0.0,mujer,B
STU-01272,Matematicas,1,6.8,2.6,72.8,20,2,5,4.3,92.6,63.3,0,no,0.0,prefiere_no_decir,F
STU-01273,Estadistica,4,7.5,4.9,75.0,51,1,5,2.8,61.0,70.9,1,si,0.0,hombre,C
STU-01274,Estadistica,6,8.2,3.0,69.4,37,0,4,1.1,72.8,65.3,0,no,0.0,hombre,F
STU-01275,Ciencia de Datos,4,7.7,8.1,79.4,86,2,6,5.2,94.2,76.8,1,no,0.0,hombre,D
STU-01276,Actuaria,9,6.3,9.7,74.3,116,1,6,3.8,93.1,89.1,1,si,0.0,hombre,B
STU-01277,Ciencia de Datos,5,8.0,4.9,80.0,4,2,6,0.9,75.6,73.6,1,no,0.0,mujer,F
STU-01278,Matematicas,9,6.8,9.7,76.2,103,1,7,3.9,90.3,68.0,0,no,16.0,hombre,E
STU-01279,Ciencia de Datos,8,7.4,8.4,80.7,59,0,6,3.1,88.9,82.9,1,no,21.9,mujer,F
STU-01280,Estadistica,1,7.3,5.0,83.1,65,0,4,1.8,85.9,78.9,1,no,0.0,hombre,E
STU-01281,Ciencia de Datos,8,7.4,9.8,82.9,43,0,6,3.0,92.0,81.3,1,si,23.7,hombre,E
STU-01282,Matematicas,2,8.4,5.3,90.1,159,1,4,2.8,98.2,73.4,1,si,0.0,mujer,A
STU-01283,Matematicas,9,5.6,12.7,81.3,45,2,6,1.4,90.7,77.4,1,no,13.4,prefiere_no_decir,D
STU-01284,Ciencia de Datos,8,6.3,6.4,76.1,65,1,6,5.7,82.6,74.3,1,no,0.0,mujer,B
STU-01285,Ciencia de Datos,5,5.3,5.9,68.5,27,2,9,5.0,79.5,52.7,0,si,0.0,hombre,D
STU-01286,Estadistica,1,7.0,9.5,89.5,43,0,4,0.8,73.6,81.6,1,si,0.0,prefiere_no_decir,D
STU-01287,Estadistica,2,6.6,11.0,68.6,51,3,7,2.4,91.9,76.5,1,si,20.6,mujer,A
STU-01288,Estadistica,3,6.9,0.6,68.1,40,3,7,6.4,87.2,46.7,0,no,12.7,mujer,D
STU-01289,Estadistica,6,7.2,6.8,73.2,59,2,5,3.0,89.3,77.0,1,no,15.1,mujer,F
STU-01290,Actuaria,3,8.1,7.4,85.3,59,0,3,1.4,85.5,77.4,1,no,0.0,hombre,D
STU-01291,Actuaria,5,7.1,8.9,83.0,43,3,5,2.4,90.2,78.9,1,si,0.0,mujer,E
STU-01292,Economia,2,6.7,7.8,93.2,133,0,5,4.2,92.0,82.9,1,no,0.0,mujer,D
STU-01293,Actuaria,6,6.9,7.5,66.3,99,0,5,1.4,66.7,64.1,0,si,19.3,hombre,C
STU-01294,Actuaria,4,6.6,4.0,56.6,108,1,10,4.7,77.5,46.9,0,no,23.0,mujer,F
STU-01295,Economia,3,6.8,3.2,84.2,55,2,7,3.1,63.4,56.9,0,no,0.0,mujer,F
STU-01296,Actuaria,7,5.8,7.4,74.0,82,4,5,2.1,86.6,72.7,1,si,21.1,mujer,A
STU-01297,Actuaria,3,7.7,4.7,100.0,170,4,6,5.8,89.7,74.3,1,si,9.5,mujer,C
STU-01298,Actuaria,9,7.8,9.9,93.4,52,2,5,3.3,85.4,80.5,1,si,0.0,mujer,B
STU-01299,Actuaria,3,6.4,7.3,100.0,143,0,3,1.5,75.1,71.7,1,no,11.3,mujer,F
STU-01300,Ciencia de Datos,3,6.4,7.5,80.2,24,3,5,2.4,85.7,99.6,1,no,0.0,hombre,D
STU-01301,Estadistica,7,7.0,7.5,84.8,46,2,5,3.4,89.0,80.1,1,no,12.3,mujer,A
STU-01302,Estadistica,8,7.6,15.3,99.7,133,4,5,1.2,94.9,100.0,1,no,0.0,mujer,E
STU-01303,Economia,5,5.9,9.8,92.6,32,3,5,0.1,80.4,84.8,1,no,0.0,hombre,E
STU-01304,Estadistica,7,6.3,8.9,78.8,33,2,6,1.5,82.5,75.4,1,si,22.1,hombre,C
STU-01305,Matematicas,1,6.5,5.2,73.8,16,1,9,4.6,71.0,41.4,0,si,0.0,hombre,E
STU-01306,Actuaria,3,7.1,7.6,81.8,21,0,7,2.9,95.1,83.7,1,si,8.3,mujer,C
STU-01307,Estadistica,2,6.4,2.6,73.5,46,2,4,4.9,81.0,80.1,1,no,0.0,mujer,D
STU-01308,Actuaria,1,7.4,6.9,97.8,89,1,5,2.5,79.7,84.8,1,si,0.0,mujer,D
STU-01309,Matematicas,8,5.6,10.0,89.0,31,0,7,1.0,90.0,74.8,1,no,13.5,hombre,E
STU-01310,Ciencia de Datos,6,6.3,5.7,95.9,121,0,5,4.2,80.8,68.1,0,no,0.0,hombre,B
STU-01311,Actuaria,4,6.6,1.2,77.7,27,2,5,0.9,72.1,54.2,0,no,10.0,hombre,C
STU-01312,Matematicas,6,7.6,7.5,72.7,27,0,6,5.7,85.7,92.1,1,si,0.0,mujer,D
STU-01313,Matematicas,8,6.0,6.8,87.8,31,1,6,3.3,94.9,86.9,1,no,10.8,hombre,A
STU-01314,Ciencia de Datos,1,5.4,5.3,80.6,40,0,4,2.8,74.7,59.7,0,no,0.0,hombre,B
STU-01315,Economia,9,5.9,11.1,65.9,29,3,7,8.9,99.9,78.2,1,no,0.0,mujer,D
STU-01316,Ciencia de Datos,1,7.9,6.3,74.6,19,1,3,0.7,80.2,80.8,1,no,0.0,mujer,E
STU-01317,Economia,3,6.9,6.3,97.5,93,1,5,1.8,77.8,67.5,0,si,0.0,hombre,B
STU-01318,Estadistica,7,6.0,12.0,75.4,52,1,5,1.3,97.4,94.2,1,no,18.5,mujer,F
STU-01319,Matematicas,2,7.5,7.6,61.7,21,0,6,1.5,75.6,65.2,0,si,0.0,mujer,B
STU-01320,Estadistica,9,6.4,9.8,91.6,126,1,6,1.4,75.8,85.0,1,si,16.8,hombre,B
STU-01321,Estadistica,2,6.0,10.2,99.4,80,1,5,4.6,62.0,69.2,0,no,0.0,mujer,B
STU-01322,Economia,6,6.7,6.0,87.1,35,4,5,3.6,87.1,83.1,1,si,0.0,hombre,E
STU-01323,Estadistica,8,7.9,8.0,75.7,14,2,6,4.5,89.6,75.1,1,no,7.1,hombre,F
STU-01324,Economia,9,9.0,7.6,86.2,62,1,5,1.3,81.9,76.6,1,si,0.0,mujer,F
STU-01325,Economia,2,6.6,0.5,69.2,95,2,5,1.3,63.5,49.9,0,no,16.4,mujer,D
STU-01326,Actuaria,9,7.7,10.2,84.4,91,1,5,2.3,86.8,92.2,1,no,0.0,no_binario,C
STU-01327,Ciencia de Datos,1,8.2,0.8,61.2,30,0,3,0.8,79.8,53.0,0,si,9.6,prefiere_no_decir,A
STU-01328,Estadistica,5,6.7,8.1,89.4,43,5,6,2.8,90.8,81.7,1,no,17.0,mujer,D
STU-01329,Actuaria,1,7.1,2.5,86.0,72,0,3,4.0,81.4,62.0,0,no,7.2,mujer,E
STU-01330,Economia,6,7.4,7.6,83.1,66,1,5,0.9,71.2,81.3,1,si,0.0,hombre,C
STU-01331,Actuaria,5,8.0,1.9,61.5,36,1,8,1.7,83.3,47.2,0,no,17.2,hombre,B
STU-01332,Estadistica,6,6.8,7.4,88.7,94,1,6,2.3,78.4,82.2,1,no,0.0,mujer,F
STU-01333,Ciencia de Datos,6,6.2,2.6,64.5,10,2,9,1.7,81.6,59.0,0,no,22.1,prefiere_no_decir,D
STU-01334,Estadistica,7,9.2,8.4,84.7,134,2,7,1.5,88.9,75.0,1,si,12.4,mujer,A
STU-01335,Economia,6,7.8,7.3,67.7,31,3,6,2.3,75.9,62.9,0,si,10.0,prefiere_no_decir,F
STU-01336,Actuaria,1,7.4,6.7,80.2,28,2,5,1.9,79.4,66.8,0,si,8.8,mujer,D
STU-01337,Ciencia de Datos,3,6.4,4.6,68.4,52,2,4,1.5,79.1,68.0,0,si,0.0,mujer,F
STU-01338,Economia,6,7.6,10.1,98.1,66,2,8,3.9,85.3,79.2,1,no,0.0,hombre,F
STU-01339,Estadistica,1,7.0,5.0,64.0,55,4,7,3.8,66.2,54.0,0,no,0.0,mujer,A
STU-01340,Economia,3,6.6,4.9,64.9,31,4,9,2.1,84.2,60.4,0,no,22.5,mujer,A
STU-01341,Economia,1,7.0,4.7,67.8,29,1,4,0.8,79.2,60.4,0,no,12.6,mujer,C
STU-01342,Matematicas,6,7.8,9.9,97.3,50,0,6,5.6,79.3,77.5,1,no,11.1,hombre,E
STU-01343,Estadistica,7,8.3,9.3,73.3,42,2,5,2.2,87.0,94.9,1,si,0.0,mujer,C
STU-01344,Ciencia de Datos,3,7.2,1.0,64.8,40,4,7,5.0,84.5,54.2,0,si,26.4,prefiere_no_decir,D
STU-01345,Actuaria,6,8.7,3.6,72.9,66,1,6,2.5,78.3,70.2,1,si,0.0,mujer,D
STU-01346,Estadistica,9,6.1,6.6,81.1,89,3,7,2.1,73.0,61.6,0,no,23.2,hombre,F
STU-01347,Economia,3,5.6,3.8,61.8,23,1,6,9.0,80.2,45.1,0,no,0.0,mujer,D
STU-01348,Matematicas,1,7.6,3.9,69.1,87,1,5,3.7,89.4,73.5,1,no,20.3,mujer,F
STU-01349,Economia,2,7.5,9.7,96.8,47,0,4,1.4,87.5,88.6,1,si,0.0,hombre,D
STU-01350,Economia,3,6.2,3.1,65.9,31,5,8,2.5,85.0,55.6,0,no,20.3,mujer,B
STU-01351,Actuaria,3,5.9,7.3,76.9,84,2,5,1.6,77.4,67.9,0,si,0.0,mujer,A
STU-01352,Estadistica,4,7.7,8.8,87.9,44,0,6,2.1,83.9,85.1,1,si,0.0,mujer,D
STU-01353,Economia,3,4.7,7.3,76.5,146,3,7,0.9,85.8,69.5,0,no,26.8,hombre,C
